,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB
44695,"WRUV 2/7/24, 3:02 AM",64581,Program Director,2024-02-07,3:54:59 AM,Veronica Swift,Closer,Closer,,,Jazz,ORCHARD - Mack Avenue Records,0673203120266,0
44696,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:00:44 AM,Gerry Gibbs,Nutty Notes,Songs From My Father,,,Jazz,MERLIN - Whaling City Sound,0687606013124,0
44697,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:05:01 AM,Veronica Swift,In the Moonlight,Veronica Swift,,,Jazz,ORCHARD - Mack Avenue Records,0673203120266,0
44698,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:10:16 AM,Kokoroko,Home,Could We Be More,,,Jazz,WMG - Brownswood Recordings,5060180325343,0
44699,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:12:21 AM,Sylvan Esso,Echo Party,No Rules Sandy,,,,UMG - Concord Loma Vista,00888072461475,0
44700,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:15:44 AM,Róisín Murphy,CooCool,CooCool,,,Electronic,MERLIN - Ninja Tune,5054429173673,0
44701,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:20:12 AM,Another Sexless Weekend,Depend On,Ice Cream Window & The Dynamic Flavors,,,Rock,3001315 Records DK,0197209998693,0
44702,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:24:55 AM,Isaac Birituro & The Rail Abandon,Doniyan (feat. Queen Ayesha),Small Small,,,,Wah Wah 45s,5050580788480,0
44703,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:29:12 AM,Spoon,Sugar Babies,Sugar Babies,,,,MERLIN - Matador,5059638366755,0
44704,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:35:03 AM,Cozy Throne,Circle the Drain,Circle the Drain,,,Rock,DISTROKID,0197631471528,0
44705,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:40:35 AM,Sarah King,You Were Wrong About Me,Always An Almost,,,Rock,Ringleader Records,0197077349559,0
44706,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:42:45 AM,Frankie Yankovic And His Yanks,Pennsylvania Polka,Frankie Yankovic & His Yanks' Greatests Hits,,,,SME - Columbia,0074640928727,0
44707,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:45:10 AM,Chancha Via Circuito,Ese peso,La Estrella,,,,MERLIN - WONDERWHEEL RECORDINGS,0674276555542,0
44708,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:48:54 AM,Feist,Hiding Out In The Open,Multitudes,,,,UMG - Universal Music Division Polydor,00602455276353,0
44709,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:52:15 AM,Abraham Alexander,Tears Run Dry,Tears Run Dry,,,,Dualtone Music Group,0803020253568,0
44710,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:54:22 AM,Charles Kreamer,Pump It!,Rock it!,,,,Various Artists,0885767691421,0
44711,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:56:47 AM,Margaux,Eyes On You (Rock / Metal Remix),Eyes On You (Rock / Metal Remix),,,Electronic,WebMusic,5051813466113,0
44712,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:57:39 AM,Slowe,Inertia,Where The Mind Wanders,,,,BELIEVE - Tru Thoughts,5060609666231,0
44713,"WRUV 2/7/24, 4:00 AM",64581,Program Director,2024-02-07,4:59:36 AM,Sunny War,No Reason,No Reason,,,Folk,"MERLIN - New West Records, LLC",0607396653249,0
44714,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:02:12 AM,Kolonien,Farfars Jord,Farfars Jord,,,,Cumbancha + Supertraditional,8720623928209,0
44715,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:06:00 AM,Walter Smith III,Mother Stands for Comfort,Mother Stands For Comfort,,,Jazz,UMG - Blue Note Records,00602455046710,0
44716,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:10:05 AM,Cozy Throne,Gimme A Moment,Sales Pitch,,,,DISTROKID,0019807096932,0
44717,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:13:24 AM,Tom Waits,Frank's Wild Years,Beautiful Maladies: The Island Years,,,Rock,UMG - Island Records,00731452451927,0
44718,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:15:16 AM,Jewel,Who Will Save Your Soul - Live At Colegio Oficial de Medicos de Madrid / 1999,Spirit (Deluxe Edition),,,,UMG - Craft Recordings,00888072544246,1
44719,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:20:18 AM,Community Breakfast,Novocaine,The Landscape Is the Only Thing That Never Changes,,,,Community Sound,0198087830761,0
44720,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:24:10 AM,My Morning Jacket,Feelin Sorry,Feelin Sorry,,,,ATO Records / Fontana North,0880882586959,0
44721,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:27:01 AM,Kolonien,Varandra,Till Skogen,,,Folk,Cumbancha + Supertraditional,0853001008557,0
44722,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:31:21 AM,Joni Mitchell,A Case of You (feat. Marcus Mumford),"A Case of You (feat. Marcus Mumford) (Live at the Newport Folk Festival, Newport, RI, 7/24/2022)",,,,Rhino (Pure),0603497832095,1
44723,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:36:10 AM,Arlo Parks,Devotion - Acoustic,My Soft Machine (Deluxe),,,,Transgressive,5400863151867,0
44724,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:38:52 AM,Anjimile,Animal,Animal,,,,MERLIN - 4AD,5059638404310,0
44725,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:41:21 AM,MDC,Come On Talk to Me,Come On Talk to Me,,,Electronic,WeZienWel Records,0055120154324,0
44726,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:47:59 AM,Hilario Duran and his Latin Jazz Big Band,Pacá por Juanito,Cry Me A River,,,Jazz,MERLIN - Alma Records,0880504908329,0
44727,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:52:59 AM,Maajo,Unelmissani,Unelmissani,,,Electronic,MERLIN - WONDERWHEEL RECORDINGS,0674276644383,0
44728,"WRUV 2/7/24, 5:02 AM",64581,Program Director,2024-02-07,5:58:38 AM,Rebecca Coupe Franks,Planet X,Planets,,,Jazz,rcf records,0198004766869,0
44729,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:03:57 AM,Alfredo Rodriguez,Coral Way,Coral Way,,,Jazz,ORCHARD - Mack Avenue Records,0673203119468,0
44730,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:07:36 AM,Supershy,Happy Music,Happy Music / Something on My Mind,,,Electronic,MERLIN - Beyond The Groove,5056167171560,0
44731,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:11:21 AM,Noel Gallagher's High Flying Birds,Easy Now,Easy Now,,,Rock,ORCHARD - Sour Mash Records Ltd,5052945065106,0
44732,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:15:14 AM,Joanna Newsom,Anecdotes,Divers,,,Folk,MERLIN - Drag City Records,0781484056126,0
44733,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:21:38 AM,Buck Clayton,After Theatre Jump,Merry Christmas,,,,Winter Diamonds,3614972286378,0
44734,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:26:20 AM,Abraham Alexander,Blood Under The Bridge,Blood Under The Bridge,,,,Dualtone Music Group,0803020241169,0
44735,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:30:27 AM,Genesis Owusu,Tied Up!,Tied Up!,,,Hip Hop/Rap,ORCHARD - Ourness,0197188874469,0
44736,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:33:34 AM,beabadoobee,Glue Song (feat. Clairo),Glue Song (feat. Clairo),,,,Dirty Hit,0196922429101,0
44737,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:35:50 AM,Charles Lloyd,Desolation Sound,Desolation Sound,,,Jazz,UMG - Blue Note (BLU),00602445748518,0
44738,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:38:38 AM,Close Lobsters,Just Too Bloody Stupid,Foxheads Stalk This Land,,,Rock,Fire Records,0829410528054,0
44739,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:39:07 AM,Matt Costa,Holy Mountain,Donde Los Terremotos: Songs from and Inspired by the Film,,,Folk,Dangerbird Records,0842803024865,0
44740,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:44:37 AM,Adrian Younge,Ebun,Jazz Is Dead 011,,,Jazz,MERLIN - Jazz Is Dead,0634457104297,0
44741,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:50:14 AM,Jeff Coffin,Vinnie the Crow,Between Dreaming and Joy,,,Jazz,Ear Up Records,0658580496043,0
44742,"WRUV 2/7/24, 6:03 AM",64581,Program Director,2024-02-07,6:54:32 AM,Fred und Luna,Tanz mit mir,Tanz mit mir,,,Electronic,Compost Records,0673794261362,0
44743,Unknown Summer,176422,DJ Desh,2024-02-07,7:02:40 AM,The Smile,Bending Hectic,Wall of Eyes,N,,Rock,XL Recordings,191404139479,0
44744,Unknown Summer,176422,DJ Desh,2024-02-07,7:04:30 AM,Future Islands,The Tower,The Tower,N,,,MERLIN - 4AD,5059638422994,0
44745,Unknown Summer,176422,DJ Desh,2024-02-07,7:08:04 AM,The Smile,Under Our Pillows,Wall Of Eyes,N,,,MERLIN - XL Recordings,5059638426336,0
44746,Unknown Summer,176422,DJ Desh,2024-02-07,7:13:06 AM,The Staves,"I Don't Say It, But I Feel It","I Don't Say It, But I Feel It",N,,,The Staves,0075597901528,0
44747,Unknown Summer,176422,DJ Desh,2024-02-07,7:17:10 AM,Tourist,EST,EST,N,,Electronic,Monday Records,0197190179132,0
44748,Unknown Summer,176422,DJ Desh,2024-02-07,7:21:05 AM,Mura Masa,Love$ick - Four Tet Remix,Love$ick (Four Tet Remix),,,Electronic,UMG - Polydor Records,00602557242720,0
44749,Unknown Summer,176422,DJ Desh,2024-02-07,7:25:47 AM,Yves Tumor,Folie Simultanée,Heaven To A Tortured Mind,,,Electronic,Warp Records,,0
44750,Unknown Summer,176422,DJ Desh,2024-02-07,7:28:54 AM,Chairlift,Wrong Opinion,Something,,,,SME - Kanine/Columbia,0886443335660,0
44751,Unknown Summer,176422,DJ Desh,2024-02-07,7:36:02 AM,Mount Kimbie,Delta,Love What Survives,,,Electro,Warp Records,0801061028831,0
44752,Unknown Summer,176422,DJ Desh,2024-02-07,7:39:57 AM,Jai Paul,Crush - Unfinished,Leak 04-13 (Bait Ones),,,,MERLIN - XL Recordings,5059638159784,0
44753,Unknown Summer,176422,DJ Desh,2024-02-07,7:43:32 AM,Perfume Genius,Without You - Jim-E Stack Remix,Without You (Jim-E Stack Remix),,,,MERLIN - Matador,5059638331401,0
44754,Unknown Summer,176422,DJ Desh,2024-02-07,7:46:54 AM,Sky Ferreira,Everything Is Embarrassing (Krystal Klear Remix),Everything Is Embarrassing (Krystal Klear Remix),,,Electronic,Capitol Records,,0
44755,Unknown Summer,176422,DJ Desh,2024-02-07,7:51:22 AM,Blood Orange,Better Than Me,Freetown Sound,,,R&B/Soul,Domino Recording Co,887828036967,0
44756,Unknown Summer,176422,DJ Desh,2024-02-07,7:54:58 AM,Aphex Archive,High Hats Tune Tamclap,High Hats Tune Tamclap,,,Electronic,Aphex Archive,0859778515786,0
44757,Unknown Summer,176422,DJ Desh,2024-02-07,7:58:36 AM,Fabiana Palladino,Waiting,Waiting,,,Electronic,MERLIN - Paul Institute,5059638175357,0
44758,Unknown Summer,176422,DJ Desh,2024-02-07,8:02:35 AM,Mount Kimbie,Fishbrain,Fishbrain,,,Rock,Warp Records,,0
44759,Unknown Summer,176422,DJ Desh,2024-02-07,8:07:10 AM,Searows,Sleeping With The Lights On,Guard Dog,,,Folk,Searows,0692531836168,0
44760,Unknown Summer,176422,DJ Desh,2024-02-07,8:11:13 AM,Molly Nilsson,I Hope You Die,History,,,Electronic,Dark Skies Association,859706864559,0
44761,Unknown Summer,176422,DJ Desh,2024-02-07,8:15:39 AM,Miguel,waves - Tame Impala Remix,Rogue Waves,,,R&B/Soul,SME - ByStorm Entertainment/RCA Records,0886445737837,1
44762,Unknown Summer,176422,DJ Desh,2024-02-07,8:19:44 AM,The Ting Tings,Shut Up and Let Me Go,We Started Nothing,,,Electronic,Columbia,888880540676,0
44763,Unknown Summer,176422,DJ Desh,2024-02-07,8:22:32 AM,The I.L.Y's,Wash My Hands Shorty,Bodyguard,,,Rock,DISTROKID - The I.L.Y's,0197045708340,0
44764,Unknown Summer,176422,DJ Desh,2024-02-07,8:25:37 AM,Sleater-Kinney,Needlessly Wild,Little Rope,N,,Rock,Loma Vista Recordings,,0
44765,Unknown Summer,176422,DJ Desh,2024-02-07,8:31:02 AM,Justice,One Night/All Night,One Night/All Night,,,Electronic,Genesis,5056556135807,0
44766,Unknown Summer,176422,DJ Desh,2024-02-07,8:35:36 AM,Disclosure,January - Kaytranada Edition,Settle (The Remixes),,,Electronic,UMG - Universal-Island Records Ltd.,00602537700417,1
44767,Unknown Summer,176422,DJ Desh,2024-02-07,8:40:11 AM,Cocteau Twins,Watchlar,"Lullabies to Violaine, Vol. One",,,Electronic,4AD,652637251364,0
44768,Unknown Summer,176422,DJ Desh,2024-02-07,8:43:37 AM,Grace Ives,Lullaby - Jam City Remix,Lullaby (Jam City Remix),,,,True Panther Records/Harvest Records,00602448955630,0
44769,Unknown Summer,176422,DJ Desh,2024-02-07,8:47:37 AM,Caroline Polachek,Fly To You (feat. Grimes and Dido),"Desire, I Want To Turn Into You",,,,Perpetual Novice,0197187988518,0
44770,Unknown Summer,176422,DJ Desh,2024-02-07,8:51:38 AM,PinkPantheress,Picture in my mind,Picture in my mind,,,,WMG - PLG UK Frontline,5054197261572,0
44771,Unknown Summer,176422,DJ Desh,2024-02-07,8:54:33 AM,Empire Of The Sun,Standing On The Shore,Walking On A Dream,,,,UMG - Capitol Records,05099969649554,0
44772,"WRUV 2/7/24, 9:00 AM",64581,Program Director,2024-02-07,9:00:07 AM,Mitski,My Love Mine All Mine,The Land Is Inhospitable and So Are We,,,,MERLIN - Dead Oceans,0656605165066,0
44773,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:01:39 AM,Minor Threat,Stumped,Salad Days,,,,Dischord Records,0643859015070,0
44774,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:03:23 AM,The Breeders,Hell Bound,Pod,,,,MERLIN - 4AD,5059638035019,0
44775,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:05:37 AM,Meat Puppets,Up On The Sun,Up On The Sun,,,,MVD Audio,0760137528722,0
44776,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:09:32 AM,Fugazi,Life and Limb,The Argument,,,,Dischord Records,0718751963023,0
44777,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:13:26 AM,Pavement,Zürich Is Stained,Slanted & Enchanted: Luxe & Reduxe,,,,MERLIN - Matador,5059638274517,0
44778,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:15:00 AM,Built To Spill,Reasons,There's Nothing Wrong With Love,,,,WMG - Up Records,0796818000669,0
44779,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:18:38 AM,The Evens,Cut from the Cloth,Get Evens,,,,Dischord Records,0718751966024,0
44780,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:23:40 AM,The Halo Benders,Will Work For Food,God Don’t Make No Junk,,,Rock,K Records,0887396879850,0
44781,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:28:16 AM,Silver Jews,Trains Across The Sea,Starlite Walker,,,Rock,MERLIN - Drag City Records,0036172905522,0
44782,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:33:43 AM,Tapir!,Swallow,Act 1 (The Pilgrim),N,,Folk,Heavenly Recordings,5400863140564,0
44783,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:37:47 AM,Vera Sola,I'm Lying,I'm Lying,N,,Rock,Spectraphonic Records,4250506848330,0
44784,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:43:05 AM,Pile,The Birds Attacked My Hot Air Balloon,The Birds Attacked My Hot Air Balloon,N,,Rock,MERLIN - Exploding In Sound Records,0634457147058,0
44785,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:46:29 AM,Tractor Beam,Set In Stone,Set In Stone,N,,Rock,DISTROKID,0193667520131,0
44786,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:51:15 AM,Ismay,I Called You Up,I Called You Up,N,,Rock,Ismay,0859774262844,0
44787,"Welcome Back, I Missed You",176434,DJ Zweem,2024-02-07,9:54:36 AM,Beware Wolves,Envy of Stars,"Beware Wolves, Vol. 2",N,,Folk,DISTROKID - Safe Harbor Records,0197046126044,0
44788,Prog Hour,160055,Purple Hayes,2024-02-07,10:02:14 AM,Alkaline Trio,Versions Of You,Versions Of You,N,,,Rise Records,4050538985368,0
44789,Prog Hour,160055,Purple Hayes,2024-02-07,10:05:28 AM,J Mascis,Can’t Believe We're Here,What Do We Do Now,N,,Rock,Sub Pop Records,098787160567,0
44790,Prog Hour,160055,Purple Hayes,2024-02-07,10:09:42 AM,Jethro Tull,Songs from the Wood,Songs from the Wood (2003 Bonus Track Edition),,,Rock,Parlophone UK,0724358157055,1
44791,Prog Hour,160055,Purple Hayes,2024-02-07,10:14:43 AM,Khan,Space Shanty (feat. Steve Hillage & Dave Stewart),Space Shanty (feat. Steve Hillage & Dave Stewart),,,Rock,Deram Records,4015306161818,0
44792,Prog Hour,160055,Purple Hayes,2024-02-07,10:23:23 AM,Caravan,With An Ear To The Ground You Can Make It,The World Is Yours – The Anthology 1968-1976,,,,UMG - Decca Music Group Ltd.,00600753245958,0
44793,Prog Hour,160055,Purple Hayes,2024-02-07,10:34:45 AM,Big Big Train,The Underfall Yard,The Underfall Yard,,,Rock,English Electric Recordings,0794712531630,0
44794,Prog Hour,160055,Purple Hayes,2024-02-07,10:58:47 AM,Ben Folds,Exhausting Lover,What Matters Most,,,,"MERLIN - New West Records, LLC",0607396654536,1
44795,the underground,171932,DJ sherm the worm,2024-02-07,11:02:47 AM,Del Water Gap,Cigarettes & Wine (feat. Holly Humberstone),Cigarettes & Wine (feat. Holly Humberstone),,,,Mom+Pop,0810090094526,0
44796,the underground,171932,DJ sherm the worm,2024-02-07,11:05:43 AM,Spacey Jane,One Bad Day,One Bad Day,,,,Spacey Jane,0197190677010,0
44797,the underground,171932,DJ sherm the worm,2024-02-07,11:08:59 AM,Del Water Gap,All We Ever Do Is Talk,All We Ever Do Is Talk,,,,Mom+Pop,0810090093468,0
44798,the underground,171932,DJ sherm the worm,2024-02-07,11:12:40 AM,Holly Humberstone,Paint My Bedroom Black,Paint My Bedroom Black,,,,Polydor Records,00602455959195,0
44799,the underground,171932,DJ sherm the worm,2024-02-07,11:17:06 AM,The Japanese House,Boyhood,Boyhood,,,,Dirty Hit,0196922364624,0
44800,the underground,171932,DJ sherm the worm,2024-02-07,11:20:10 AM,The Greeting Committee,popmoneyhits,popmoneyhits,,,,The Greeting Committee,0726665159401,0
44801,the underground,171932,DJ sherm the worm,2024-02-07,11:23:17 AM,Bleachers,How Dare You Want More,How Dare You Want More,,,,SME - RCA Records Label,0886449338238,0
44802,the underground,171932,DJ sherm the worm,2024-02-07,11:27:36 AM,Conchúr White,501s,501s,N,,Blues,Bella Union,5400863148737,0
44803,the underground,171932,DJ sherm the worm,2024-02-07,11:31:02 AM,Conchúr White,The Holy Death,Swirling Violets,N,,Blues,Bella Union,5400863148737,0
44804,the underground,171932,DJ sherm the worm,2024-02-07,11:34:52 AM,Hovvdy,Warning Sign,Covers 2,,,,WMG - Hovvdy,0054391830852,0
44805,the underground,171932,DJ sherm the worm,2024-02-07,11:39:21 AM,San Fermin,Weird Environment,Weird Environment,N,,Rock,ORCHARD - Better Company Records LLC,0197189665967,0
44806,the underground,171932,DJ sherm the worm,2024-02-07,11:43:12 AM,Junior Varsity,Rushh,Rushh,,,,WMG - Warner Records Label,0054391870162,0
44807,the underground,171932,DJ sherm the worm,2024-02-07,11:46:46 AM,Amtrac,Accountable,Accountable,,,Electronic,SME - Openers/RCA Records,0886448205371,0
44808,the underground,171932,DJ sherm the worm,2024-02-07,11:50:33 AM,Matt Maeson,Hallucinogenics,Hallucinogenics,,,Electronic,Neon Gold/Atlantic,0075679874511,0
44809,Pondering the Orb,171928,DJ Threads,2024-02-07,12:00:16 PM,Free Kitten,Never Gonna Sleep,Sentimental Education,,,Rock,Kill Rock Stars,759656028721,0
44810,Pondering the Orb,171928,DJ Threads,2024-02-07,12:06:52 PM,Stereo Total,Heroes - 2015 Remaster,Yéyé Existentialiste,,,,Blow Up Records,5030408059954,0
44811,Pondering the Orb,171928,DJ Threads,2024-02-07,12:09:22 PM,The Sweet Enoughs,Mysterious River Snake,Marshmallow,,,,BELIEVE - Wondercore Island,3616405569324,0
44812,Pondering the Orb,171928,DJ Threads,2024-02-07,12:12:13 PM,Air,New Star In The Sky,Moon Safari,,,Electronic,WMG - PLG France,0724384497859,0
44813,Pondering the Orb,171928,DJ Threads,2024-02-07,12:18:09 PM,Sleaford Mods,So Trendy,So Trendy,,,,MERLIN - Rough Trade,5059638401364,0
44814,Pondering the Orb,171928,DJ Threads,2024-02-07,12:21:49 PM,Haruomi Hosono,スポーツマン (2019 Remastering),Philharmony,,,,SME - Sony Music Direct (Japan) Inc.,0886447763049,0
44815,Pondering the Orb,171928,DJ Threads,2024-02-07,12:25:51 PM,La Femme,It's Time To Wake Up (2023),La Femme,,,,Universal Music,0602537287116,0
44816,Pondering the Orb,171928,DJ Threads,2024-02-07,12:29:40 PM,Otyken,Otyken,Otyken,,,,MERLIN - Aboriginal Records,4933963132531,0
44817,Pondering the Orb,171928,DJ Threads,2024-02-07,12:35:36 PM,Klaus Johann Grobe,Aber Du,Klaus Johann Grobe,,,,The Sound of Salvation,5055489278896,0
44818,Pondering the Orb,171928,DJ Threads,2024-02-07,12:38:48 PM,The Apples In Stereo,Strawberryfire,#1 Hits Explosion,,,Rock,The Apples in stereo,0844185083430,0
44819,Pondering the Orb,171928,DJ Threads,2024-02-07,12:40:40 PM,Can,I'm So Green (2004 Remaster),Ege Bamyasi (Remastered),,,Rock,Mute,724596527757,0
44820,Pondering the Orb,171928,DJ Threads,2024-02-07,12:46:10 PM,Applesauce Tears,The Flower Ouch Hour,The Flower Ouch Hour,N,,Electronic,Black Cottage Records,0198090484074,0
44821,Pondering the Orb,171928,DJ Threads,2024-02-07,12:50:23 PM,Lebanon Hanover,My Favorite Black Cat,Let Them Be Alien,,,,Fabrika Records,0859725511779,0
44822,Pondering the Orb,171928,DJ Threads,2024-02-07,12:54:51 PM,Bent,Worker & Parasite,From the Vaults 1998-2006 Vol.1,,,Electronic,Godlike & Electric Records Ltd,859710065003,0
44823,Pondering the Orb,171928,DJ Threads,2024-02-07,12:55:48 PM,Kathy Diamond,I Need You,Miss Diamond to You,,,Electronic,BubbleTease Communications,859722127317,0
44824,Pondering the Orb,171928,DJ Threads,2024-02-07,1:00:27 PM,To Rococo Rot,Pantone,Music Is a Hungry Ghost,,,,MERLIN - City Slang,4250506828561,0
44825,Pondering the Orb,171928,DJ Threads,2024-02-07,1:04:47 PM,Go_A,SHUM,SHUM,,,,ROCKSOULANA MUSIC,0196006264833,0
44826,Pondering the Orb,171928,DJ Threads,2024-02-07,1:07:35 PM,GusGus,Oh (edit),Polydistortion,,,Electronic,MERLIN - 4AD,5059638084024,0
44827,Pondering the Orb,171928,DJ Threads,2024-02-07,1:08:47 PM,Saint Etienne,Last Days Of Disco,Words And Music by Saint Etienne,,,,UMG - UMC (Universal Music Catalogue),0602527961705,0
44828,Pondering the Orb,171928,DJ Threads,2024-02-07,1:12:19 PM,MC5,Ramblin' Rose,Ramblin' Rose,,,,WMG - Elektra,0075596089425,0
44829,Pondering the Orb,171928,DJ Threads,2024-02-07,1:16:55 PM,Black Flag,TV Party,Damaged,,,Rock,SST Records,0669910742457,0
44830,Pondering the Orb,171928,DJ Threads,2024-02-07,1:20:22 PM,Talking Heads,The Girl Wants To Be With The Girls,More Songs About Buildings And Food (Deluxe Version),,,Rock,WMG - Warner Rhino Off Roster-Audio,0081227645021,1
44831,Pondering the Orb,171928,DJ Threads,2024-02-07,1:22:55 PM,Saint Etienne,Aspects of Lambert,Sound of Water,,,,UMG - UMC (Universal Music Catalogue),,0
44832,Pondering the Orb,171928,DJ Threads,2024-02-07,1:26:20 PM,Mazzy Star,Rhymes Of An Hour,Among My Swan,,,Rock,UMG - Capitol Records,00724382722458,0
44833,Pondering the Orb,171928,DJ Threads,2024-02-07,1:30:28 PM,Andy Shauf,Telephone,Telephone,N,,,UMG - Arts & Crafts Productions Inc.,0045778781676,0
44834,Pondering the Orb,171928,DJ Threads,2024-02-07,1:34:35 PM,DVTR,Vasectomia,Vasectomia,N,,,Lisbon Lux Records,0197338744284,0
44835,Pondering the Orb,171928,DJ Threads,2024-02-07,1:36:20 PM,Operelly,Encyclopedia,Encyclopedia,,,,Pseudobulb,,0
44836,Pondering the Orb,171928,DJ Threads,2024-02-07,1:38:34 PM,Swans,Los Angeles: City of Death,Los Angeles: City of Death,N,,,Young God Records,0658457060766,0
44837,Pondering the Orb,171928,DJ Threads,2024-02-07,1:41:58 PM,Nirvana,Dumb,In Utero - 20th Anniversary Remaster,,,Rock,Universal Music,0606949352325,1
44838,Pondering the Orb,171928,DJ Threads,2024-02-07,1:45:00 PM,Otyken,Genesis,Genesis,,,,MERLIN - Aboriginal Records,7423704433425,0
44839,Pondering the Orb,171928,DJ Threads,2024-02-07,1:50:38 PM,The Brian Jonestown Massacre,Those Memories,Thank God For Mental Illness,,,Rock,'a' Records,0689492067229,0
44840,Pondering the Orb,171928,DJ Threads,2024-02-07,1:52:35 PM,The Troggs,Gonna Make You,Greatest Hits,,,Rock,UMG - Spectrum,00731452273925,0
44841,PB & Jam,160100,PBreezy,2024-02-07,2:00:07 PM,C418,Door,Minecraft - Volume Alpha,,,,C418,0859705593825,0
44842,PB & Jam,160100,PBreezy,2024-02-07,2:01:53 PM,The Soft Boys,I Wanna Destroy You,Underwater Moonlight,,,Rock,MERLIN - Yep Roc Records,0634457262829,0
44843,PB & Jam,160100,PBreezy,2024-02-07,2:04:44 PM,Squid,G.S.K.,Bright Green Field,,,,Warp Records,0801061031435,0
44844,PB & Jam,160100,PBreezy,2024-02-07,2:07:53 PM,Buzzcocks,I Don't Mind - 1996 Remastered Version,Another Music In A Different Kitchen,,,Rock,Parlophone UK,0724353440558,0
44845,PB & Jam,160100,PBreezy,2024-02-07,2:10:10 PM,"Now, Now",Thread,Threads,,,,MERLIN - Trans,5054526980556,0
44846,PB & Jam,160100,PBreezy,2024-02-07,2:13:52 PM,elricfd,Sleep - 2021 Remastered version,Sleep (2021 Remastered version),,,Rock,Slowdive,7316212190549,0
